symbol,company_name
PLASTIBLEN,Plastiblends India Limited
PLATIND,Platinum Industries Limited
POBS,PlatinumOne Business Services Limited
PLAZACABLE,Plaza Wires Limited
PMCFIN,PMC Fincorp Limited
PNBGILTS,PNB Gilts Limited
PNBHOUSING,PNB Housing Finance Limited
PNCINFRA,PNC Infratech Limited
GARGI,PNGS GARGI FASHION JEWELLERY LIMITED
PNGSREVA,PNGS Reva Diamond Jewellery Limited
POEL,POCL ENTERPRISES LTD
PODDARMENT,Poddar Pigments Limited
POKARNA,Pokarna Limited
PQIF,Polo Queen Industrial and Fintech Limited
POLSON,Polson Ltd.
POLYMED,Poly Medicure Limited
POLYCAB,Polycab India Limited
POLYCHEM,Polychem Ltd
POLYCON,Polycon International Ltd.
POLYLINK,Polylink Polymers (india) Ltd.
POLYMAC,Polymac Thermoformers Limited
POLYCHMP,Polymechplast Machines Ltd.
POLYPLEX,Polyplex Corporation Limited
POLYSPIN,POLYSPIN EXPORTS LIMITED
POCL,Pondy Oxides & Chemicals Limited
PONNIERODE,Ponni Sugars (Erode) Limited
POOJA,Poojawestern Metaliks Limited
POONADAL,Poona Dal And Oil Industries Ltd.
POONAWALLA,Poonawalla Fincorp Limited
POPEES,POPEES BABY CARE INDIA LIMITED
POPULARES,Popular Estate Management Ltd
PFL,POPULAR FOUNDATIONS LIMITED
PVSL,Popular Vehicles and Services Limited
PORWAL,PORWAL AUTO COMPONENTS LIMITED
PIGL,Power & Instrumentation (Gujarat) Limited
PFC,Power Finance Corporation Limited
POWERGRID,Power Grid Corporation of India Limited
POWERMECH,Power Mech Projects Limited
POWERICA,Powerica Limited
PPAP,PPAP Automotive Limited
PRABHA,Prabha Energy Limited
PRABHHANS,PRABHHANS INDUSTRIES LIMITED
ZPRBHSTE,Prabhu Steel Industries Ltd.
PRADPME,Pradeep Metals Limited
PRAGBOS,Prag Bosimi Synthetics Ltd.
PRAJIND,Praj Industries Limited
PRAENG,Prajay Engineers Syndicate Limited
PRAKASH,Prakash Industries Limited
PPL,Prakash Pipes Limited
PRAKASHSTL,Prakash Steelage Limited
PWASML,Prakash Woollen & Synthetic Mills Ltd
PRARUH,PRARUH TECHNOLOGIES LIMITED
PRSNTIN,Prashant India Ltd
DIAMONDYD,Prataap Snacks Limited
PRATIK,Pratik Panels Ltd.
PRATIKSH,Pratiksha Chemicals Ltd.
PRAVEG,Praveg Limited
PRAXIS,Praxis Home Retail Limited
PRECAM,Precision Camshafts Limited
PRECISIO,Precision Electronics Ltd.
PRECWIRE,Precision Wires India Limited
PRECOT,Precot Limited
PREMCO,Premco Global Limited
PREMCAP,Premier Capital Services Ltd.
PREMIERENE,Premier Energies Limited
PEIL,Premier Energy and Infrastructure  Limited
PREMEXPLN,Premier Explosives Limited
PREMIER,Premier Limited
PREMIERPOL,Premier Polyfilm Limited
PREMSYN,Premier Synthetics Ltd.
PRERINFRA,Prerna Infrabuild Limited
PRESTIGE,Prestige Estates Projects Limited
PREVEST,Prevest Denpro Limited
PRICOLLTD,Pricol Limited
PRIMAGR,Prima Agro Ltd.
PRIMAIN,Prima Industries Ltd.
PRIMAPLA,Prima Plastics Ltd.
PRIMECAPM,Prime Capital Market Limited
PFOCUS,Prime Focus Limited
PRIMEFRESH,PRIME FRESH LIMITED
PRIMIND,Prime Industries Ltd.
PRIMEPRO,Prime Property Development Corporation Ltd.
PRIMESECU,Prime Securities Limited
PRIMEURB,Prime Urban Development India Ltd
PRIMO,Primo Chemicals Limited
PRINCEPIPE,Prince Pipes And Fittings Limited
PRISMFN,Prism Finance Ltd.
PRSMJOHNSN,Prism Johnson Limited
PRISMMEDI,Prism Medico and Pharmacy Ltd.
PRISMX,PRISMX GLOBAL VENTURES LIMITED
PRITHVIEXCH,Prithvi Exchange (India) Limited
PRITI,Priti International Limited
PRITIKAUTO,Pritika Auto Industries Limited
PNC,Pritish Nandy Communications Limited
PRIVISCL,Privi Speciality Chemicals Limited
PRIYALT,Priya Limited.
PROCLB,PRO CLB GLOBAL LIMITED
PROFINC,Pro Fin Capital Services Ltd
PGHL,Procter & Gamble Health Limited
PGHH,Procter & Gamble Hygiene and Health Care Limited
PRODOCS,PRODOCS SOLUTIONS LIMITED
PROMACT,Promact Plastics Limited
PROMAX,Promax Power Limited
PCL,PROSPECT CONSUMER PRODUCTS LIMITED
PROSTARM,Prostarm Info Systems Limited
PROTEAN,Protean eGov Technologies Limited
PROZONER,Prozone Realty Limited
PRUDENT,Prudent Corporate Advisory Services Limited
PRUDMOULI,Prudential Sugar Corporation Limited
PSITINFRA,PS IT Infrastructure & Services Limited
PSPPROJECT,PSP Projects Limited
PFS,PTC India Financial Services Limited
PTC,PTC India Limited
PTCIL,PTC Industries Limited
PTL,PTL Enterprises Limited
PDMJEPAPER,Pudumjee Paper Products Limited
PULSRIN,Pulsar International Limited
PUNCTRD,Punctual Trading Ltd.
PESB,Pune E - Stock Broking Limited
PSB,Punjab & Sind Bank
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited
PUNJCOMMU,Punjab Communications Limited
PNB,Punjab National Bank
PURVA,Puravankara Limited
PURETROP,PURETROP FRUITS LIMITED
PURITY,Purity Flex Pack Ltd
PUROHITCON,Purohit Construction Limited
PURPLE,PURPLE AGROTECH INDUSTRIES LIMITED
PURPLEFIN,Purple Finance Limited
PURPLEWAVE,PURPLE WAVE INFOCOM LIMITED
PURSHOTTAM,Purshottam Investofin Limited
PUSHPIN,Pushpsons Industries Ltd.
PVP,PVP Ventures Limited
PVRINOX,PVR INOX Limited
PVVINFRA,PVV Infra Limited
PYRAMID,Pyramid Technoplast Limited
PYXISFIN,Pyxis Finvest Limited
QGO,QGO FINANCE LIMITED
QMSMEDI,QMS Medical Allied Services Limited
QUADFUTURE,Quadrant Future Tek Limited
QUADRANT,Quadrant Televentures Limited
QLL,Qualitek Labs Limited
QPOWER,Quality Power Electrical Equipments Limited
QRIL,Quality RO Industries Limited
QNIFTY,Quantum Asset Management Co. Pvt. Ltd.
QUANTDIA,Quantum Digital Vision (India) Ltd.
QUESS,Quess Corp Limited
QUESTCAP,QUEST CAPITAL MARKETS LIMITED
QUESTFLOW,QUEST FLOW CONTROLS LIMITED
QUICKHEAL,Quick Heal Technologies Limited
QUINT,Quint Digital Limited
RKSWAMY,R K Swamy Limited
RMDRIP,R M Drip and Sprinklers Systems Limited
RRKABEL,R R Kabel Limited
RSYSTEMS,R Systems International Limited
RNBDENIMS,R&B Denims Limited
RSSOFTWARE,R. S. Software (India) Limited
RJSHAH,R.J. Shah & Co. Ltd.
RPPINFRA,R.P.P. Infra Projects Limited
RRFIN,R.R.Financial Consultants Ltd.
RRSECUR,R.R.Securities Ltd.
RAAJMEDI,Raaj Medisafe India Limited
RACE,Race Eco Chain Limited
RACHIT,Rachit Prints Limited
RACLGEAR,RACL Geartech Limited
RACONTEUR,RACONTEUR GLOBAL RESOURCES LIMITED
RADAAN,Radaan Mediaworks India Limited
RCL,Radhagobind Commercial Limited
RADHEDE,Radhe Developers (India) ltd.
RADHIKAJWE,Radhika Jeweltech Limited
RADIANTCMS,Radiant Cash Management Services Limited
RADICO,Radico Khaitan Limited
RADIXIND,Radix Industries (India) Limited
RPEL,Raghav Productivity Enhancers Limited
RAGHUNAT,Raghunath International Ltd.
RAGHUTOB,Raghunath Tobacco Co. Ltd.
RAFL,Raghuvansh Agrofarms Limited
RAGHUSYN,Raghuvir Synthetics Ltd.
RAIDEEPIND,Raideep Industries Limited
RVNL,Rail Vikas Nigam Limited
RAILTEL,Railtel Corporation Of India Limited
RAIN,Rain Industries Limited
RAINBOW,Rainbow Childrens Medicare Limited
RAINBOWF,Rainbow Foundations Ltd
ROML,Raj Oil Mills Limited
RAJPACK,Raj Packaging Industries Ltd.
RAJRILTD,Raj Rayon Industries Limited
RAJTV,Raj Television Network Limited
RAJABAH,Raja Bahadur International Ltd
RAJPALAYAM,Rajapalayam Mills Limited
RCCL,Rajasthan Cylinders & Containers Limited
RAJSPTR,Rajasthan Petro Synthetics Ltd.
RAJSEC,RAJASTHAN SECURITIES LIMITED
RAJTUBE,Rajasthan Tube Mfg. Co
ARENTERP,Rajdarshan Industries Limited
RAJESHEXPO,Rajesh Exports Limited
RAJESH,RAJESH POWER SERVICES LIMITED
RCAN,Rajeshwari Cans Limited
RAJINFRA,Rajeswari Infrastructure Limited
RAJKSYN,Rajkamal Synthetics Ltd.
RAJKOTINV,Rajkot Investment Trust Limited
RFIL,Rajnandini Fashion India Limited
RAJMET,Rajnandini Metal Limited
RRETAIL,RAJNISH RETAIL LIMITED
RAJNISH,Rajnish Wellness Limited
RAJOOENG,Rajoo Engineers Limited
RAJPUTANA,Rajputana Investment and Finance Ltd.
RSL,Rajputana Stainless Limited
RAJRATAN,Rajratan Global Wire Limited
RPPL,Rajshree Polypack Limited
RAJSREESUG,Rajshree Sugars & Chemicals Limited
RAJVI,RAJVI LOGITRADE LIMITED
RALLIS,Rallis India Limited
RAMRAT,Ram Ratna Wires Limited
RAMAPPR-B,Rama Paper Mills Limited
RAMAPHO,Rama Phosphates Limited
RAMASTEEL,Rama Steel Tubes Limited
RAMAVISION,Rama Vision Ltd
RLFL,Ramchandra Leasing & Finance Limited
RAMCOIND,Ramco Industries Limited
RAMCOSYS,Ramco Systems Limited
RAMGOPOLY,Ramgopal Polytex Ltd
RAMINFO,RAMINFO LIMITED
RKFORGE,Ramkrishna Forgings Limited
RAMKY,Ramky Infrastructure Limited
RAMSONS,Ramsons Projects Ltd.
RANASUG,Rana Sugars Limited
RANDER,Rander Corporation Ltd.
RML,Rane (Madras) Limited
RANEHOLDIN,Rane Holdings Limited
RANJEET,Ranjeet Mechatronics Limited
RANJITSE,Ranjit Securities Ltd.
RAP,RAP CORP LIMITED
RAPICUT,Rapicut Carbides Ltd.
RAPIDIN,Rapid Investments Ltd.
RAPID,RAPID MULTIMODAL LOGISTICS LIMITED
RASRESOR,Ras Resorts & Apart Hotels Ltd.
RASANDIK,Rasandik Engg. Industries India Ltd
RPTECH,Rashi Peripherals Limited
RCF,Rashtriya Chemicals and Fertilizers Limited
RASIELEC,Rasi Electrodes Ltd.
RATEGAIN,Rategain Travel Technologies Limited
RATHIBAR,RATHI BARS LIMITED
RATHIST,Rathi Steel & Power Ltd
RATNABHUMI,Ratnabhumi Developers Limited
RATNAMANI,Ratnamani Metals & Tubes Limited
RATNAVEER,Ratnaveer Precision Engineering Limited
RTNINDIA,RattanIndia Enterprises Limited
RTNPOWER,RattanIndia Power Limited
RAUNAQ,RAUNAQ INTERNATIONAL LIMITED
RAVEL,Ravelcare Limited
RKDL,Ravi Kumar Distilleries Limited
RALEGRA,Ravileela Granites Limited
RVHL,Ravinder Heights Limited
RELTD,Ravindra Energy Limited
RELTD-RE,Ravindra Energy Ltd-RE
RAWEDGE,Raw Edge Industrial Solutions Limited
RAYMONDLSL,Raymond Lifestyle Limited
RAYMOND,Raymond Limited
RAYMONDREL,Raymond Realty Limited
RBLBANK,RBL Bank Limited
RBZJEWEL,RBZ Jewellers Limited
RDBIPL,RDB INFRASTRUCTURE AND POWER LIMITED
RDBRL,RDB Rasayans Limited
RRECL,RDB Real Estate Constructions Limited
REALECO,REAL ECO-ENERGY LIMITED
RGCORP,REAL GROWTH CORPORATION LIMITED
RTFL,Real Touch Finance Limited
RECLTD,REC Limited
RECODE,RECODE STUDIOS LIMITED
REDINGTON,Redington Limited
REDTAPE,Redtape Limited
REETECH,REETECH INTERNATIONAL LIMITED
REFEX,Refex Industries Limited
REGAAL,Regaal Resources Limited
REGAL,Regal Entertainment & Consultants Ltd.
REGANTO,REGANTO ENTERPRISES LIMITED
REGENCERAM,Regency Ceramics Limited
REGENCY,REGENCY FINCORP LIMITED
REGENTRP,Regent Enterprises Limited
REGIS,REGIS INDUSTRIES LIMITED
VINRKLB,Rekvina Laboratories Ltd
RELAXO,Relaxo Footwears Limited
RELIABLE,Reliable Data Services Limited
RELIABVEN,Reliable Ventures India Ltd
RELCHEMQ,Reliance Chemotex Industries Limited
RCOM,Reliance Communications Limited
RHFL,Reliance Home Finance Limited
RIIL,Reliance Industrial Infrastructure Limited
RELIANCE,Reliance Industries Limited
NIFTYBEES,Reliance Mutual Fund-Permitted
JUNIORBEES,Reliance Mutual Fund-Permitted
BANKBEES,Reliance Mutual Fund-Permitted
PSUBNKBEES,Reliance Mutual Fund-Permitted
SHARIABEES,Reliance Mutual Fund-Permitted
RPOWER,Reliance Power Limited
RELICTEC,Relic Technologies Ltd.
RELICAB,Relicab Cable Manufacturing Limited
RELIGARE,Religare Enterprises Limited
REMIEDEL,Remi Edelstahl Tubulars Limited
REMSONSIND,Remsons Industries Limited
RGL,Renaissance Global Limited
REPCOHOME,Repco Home Finance Limited
REPONO,REPONO LIMITED
REPRO,Repro India Limited
RESGEN,RESGEN LIMITED
RESONANCE,Resonance Specialties Limited
RAL,Resourceful Automobile Limited
RESPONSINF,Response Informatics Limited
RESPONIND,Responsive Industries Limited
RBA,Restaurant Brands Asia Limited
RESTILE,Restile Ceramics Ltd.
RETAGGIO,Retaggio Industries Limited
RETINA,Retina Paints Limited
RGRL,Retro Green Revolution Limited
RVTH,Revathi Equipment India Limited
REVAMEDIA,REVATI MEDIA LIMITED
REXSEAL,Rex Sealing and Packing Industries Limited
REXNORD,Rexnord Electronics & Controls Ltd.
RGF,RGF Capital Markets Limited
RHETAN,Rhetan TMT Limited
RHIM,RHI MAGNESITA INDIA LIMITED
RIBATEX,Riba Textiles Ltd.
RICHUNV,Rich Universe Network Ltd
RFSL,Richfield Financial Services Ltd.
RICOAUTO,Rico Auto Industries Limited
RIDDHICORP,Riddhi Corporate Services Limited
RDEL,Riddhi Display Equipments Limited
RIDDHI,Riddhi Siddhi Gluco Biols Ltd
RSTL,Riddhi Steel and Tube Limited
RIDHISYN,Ridhi Synthetics Ltd.
RIKHAV,Rikhav Securities Limited
RIR,RIR POWER ELECTRONICS LIMITED
RISAINTL,Risa International Limited
RISHDIGA,Rishabh Digha Steel And Allied Prod
RISHABH,Rishabh Instruments Limited
RISHYRN,Rishabh Special Yarns Ltd
RISHILASE,Rishi Laser  Ltd.
RISHITECH,Rishi Techtex Limited
RISHIROOP,Rishiroop Limited
RFLL,RITA FINANCE AND LEASING LIMITED
RITCO,Ritco Logistics Limited
RITES,RITES Limited
RITESHIN,Ritesh International Ltd
RITHWIKFMS,Rithwik Facility Management Services Limited
RKDAGRRTL,RKD AGRI & RETAIL LIMITED
RKEC,RKEC Projects Limited
RLF,RLF Ltd.
RMC,RMC Switchgears Limited
RNITAI,RNIT AI SOLUTIONS LIMITED
ROJL,RO Jewels Limited
RHL,Robust Hotels Limited
RODIUM,Rodium Realty Limited
ROLCOEN,Rolcon Engineering Co. Ltd.
ROLEXRINGS,Rolex Rings Limited
ROLLT,Rollatainers Limited
RONI,Roni Households Limited
ROOPAIND,Roopa Industries Ltd.
ROOPSHRI,Roopshri Resorts Limited
ROSEMER,Rose Merc.Limited
ROSELABS,Roselabs Finance Ltd.
ROSSARI,Rossari Biotech Limited
ROSSELLIND,Rossell India Limited
ROSSTECH,Rossell Techsys Limited
ROTO,Roto Pumps Limited
RGIL,Rotographics (India) Limited
ROUTE,ROUTE MOBILE LIMITED
ROYALCU,Royal Cushion Vinyl Products Ltd.
ROYALIND,Royal India Corporation Limited
ROHLTD,Royal Orchid Hotels Limited
ROYAL,Royal Sense Limited
RAYALEMA,Royale Manor Hotels & Industries Lt
RPGLIFE,RPG Life Sciences Limited
RPSGVENT,RPSG VENTURES LIMITED
RRMETAL,RR METALMAKERS INDIA LIMITED
RRIL,RRIL Limited
RSCINT,RSC International Limited
RSDFIN,RSD Finance Limited
RSWM,RSWM Limited
RTSPOWR,RTS Power Corporation Ltd.
RUBFILA,Rubfila International Limited
RUBICON,Rubicon Research Limited
RUCHINFRA,Ruchi Infrastructure Limited
RUCHIRA,Ruchira Papers Limited
RUDRAECO,RUDRA ECOVATION LIMITED
RUDRAGAS,Rudra Gas Enterprise Limited
RUDRA,Rudra Global Infra Products Limited
REPL,Rudrabhishek Enterprises Limited
RDGAIL,RUKMANI DEVI GARG AGRO IMPEX LIMITED
RUNGTAIR,Rungta Irrigation Ltd.
RUPA,Rupa & Company Limited
RFL,RUPAREL FOOD PRODUCTS LIMITED
RUSHIL,Rushil Decor Limited
STCORP,S & T Corporation Limited
SCHAND,S Chand And Company Limited
SHK,S H Kelkar and Company Limited
SVGLOBAL,S V Global Mill Limited
S&SPOWER,S&S Power Switchgears Limited
SMGOLD,S. M. Gold Limited
SPAL,S. P. Apparels Limited
SALSTEEL,S.A.L. Steel Limited
SICAPIT,S.I.Capital And Financial Services
SJS,S.J.S. Enterprises Limited
SPCAPIT,S.P.Capital Financing Ltd.
ZSVTRADI,S.V. Trading & Agencies Ltd.
SVJ,S.V.J.ENTERPRISES LIMITED
SAATVIKGL,Saatvik Green Energy Limited
SABEVENTS,Sab Events & Governance Now Media Limited
SAB,SAB INDUSTRIES LIMITED
SABOOSOD,Saboo Sodium Chloro Ltd.
SIIL,Sabrimala Industries India Limited
SACHEMT,Sacheta Metals Ltd.
SADBHAV,Sadbhav Engineering Limited
SADBHIN,Sadbhav Infrastructure Project Limited
SADHNANIQ,Sadhana Nitrochem Limited
SSTL,Safa Systems & Technologies Limited
SAFARI,Safari Industries (India) Limited
SAFECURE,Safecure Services Limited
SCDL,SAFETY CONTROLS & DEVICES LIMITED
SAFFRON,Saffron Industries Limited
SAGCEM,Sagar Cements Limited
SAGARSYST,Sagar Systech Ltd.
SAGARDEEP,Sagardeep Alloys Limited
SAGARSOFT,Sagarsoft (India) Limited
SAGILITY,SAGILITY LIMITED
SAHARAHOUS,Sahara HousingFina Corporation Ltd.
SMARITIME,Sahara Maritime Limited
SAHYADRI,Sahyadri Industries Limited
SAICAPI,Sai Capital Ltd.
SAILIFE,Sai Life Sciences Limited
SAIPARENT,Sai Parenterals Limited
KALAMANDIR,Sai Silks (Kalamandir) Limited
SAICOM,Saianand Commercial Limited
SAILANI,SAILANI TOURS N TRAVELS LIMITED
SAINIK,Sainik Finance and Industries Ltd
SEKURITIND,Saint-Gobain Sekurit India Ltd.
SAKAR,Sakar Healthcare Limited
SAKSOFT,Saksoft Limited
SAKTHIFIN,Sakthi Finance Ltd.
SAKHTISUG,Sakthi Sugars Limited
SAKUMA,Sakuma Exports Limited
SALAUTO,SAL AUTOMOTIVE LIMITED
SALASAR,Salasar Techno Engineering Limited
SALEM,Salem Erode Investments Ltd.
SALGUTI,Salguti Industries Ltd.
SALONA,Salona Cotspin Limited
SALORAINTL,Salora International Limited
SALZERELEC,Salzer Electronics Limited
SAMINDUS,Sam Industries Ltd.
SAMBANDAM,Sambandam Spinning Mills Ltd.
SAMBHAAV,Sambhaav Media Limited
SAMBHV,Sambhv Steel Tubes Limited
SAMHI,Samhi Hotels Limited
SAMKRG,Samkrg Pistons and Rings Ltd.
SAMMAANCAP,Sammaan Capital Limited
SAMOR,Samor Reality Limited
SAMPANN,Sampann Utpadan India Limited
SAMPAT,SAMPAT ALUMINIUM LIMITED
SAMPRE,Sampre Nutritions Ltd.
SAMRATFORG,Samrat Forgings Limited
SAMRATPH,Samrat Pharmachem Ltd.
SAMSRITA,SAMSRITA LABS LIMITED
SAMTELIN,Samtel (India) Ltd.
SAMTEX,Samtex Fashions Ltd.
MOTHERSON,Samvardhana Motherson International Limited
SAMYAKINT,Samyak International Limited
SANATHAN,Sanathan Textiles Limited
SEL,Sanathnagar Enterprises Limited
SANBLUE,Sanblue Corporation Limited
SANCF,Sanchay Finvest Ltd
SANCTRN,Sanco Trans Ltd.
SANCODE,Sancode Technologies Limited
SANDHAR,Sandhar Technologies Limited
SANDUPHQ,Sandu Pharmaceuticals Ltd.
SANDUMA,Sandur Manganese & Iron Ores Limited
SANPA,Sangal Papers Ltd.
SANGAMIND,Sangam (India) Limited
SANGAMFIN,Sangam Finserv Limited
SBRANDS,Sanghvi Brands Limited
SANGHVIMOV,Sanghvi Movers Limited
SANGINITA,Sanginita Chemicals Limited
SANJIVIN,Sanjivani Paranteral Ltd.
SANINFRA,Sanmit Infra Limited
SANOFICONR,Sanofi Consumer Healthcare India Limited
SANOFI,Sanofi India Limited
SANTETX,Sanrhea Technical Textiles Ltd.
SANSERA,Sansera Engineering Limited
SANSTAR,Sanstar Limited
SANTOSHF,Santosh Fine-Fab Ltd.
SANWARIA,Sanwaria Consumer Limited
SAPPHIRE,Sapphire Foods India Limited
SCBL,Saptak Chem And Business Limited
SPTRSHI,Saptarishi Agro Industries Ltd
SAPL,Sar  Auto Products Limited
ZSARACOM,Saraswati Commercial India Limited
SSDL,Saraswati Saree Depot Limited
SARDAEN,Sarda Energy & Minerals Limited
SAREGAMA,Saregama India Limited
SARLAPOLY,Sarla Performance Fibers Limited
SARTHAKGL,Sarthak Global Ltd.
SARTHAKIND,Sarthak Industries Ltd.
SMLT,Sarthak Metals Limited
SARUPINDUS,SARUP INDUSTRIES LIMITED
ZSARVAMA,Sarvamangal Mercantile Co. Ltd.
SARVESHWAR,Sarveshwar Foods Limited
SARVOTTAM,Sarvottam Finvest Limited
SASKEN,Sasken Technologies Limited
SATCH,SATCHMO HOLDINGS LIMITED
SATIA,Satia Industries Limited
SATIN,Satin Creditcare Network Limited
SATTRIX,SATTRIX INFORMATION SECURITY LIMITED
SATTVASUKU,SATTVA SUKUN LIFECARE LIMITED
ZSATYASL,Satyam Silk Mills Ltd
SAUMYA,Saumya Consultants Ltd.
SAURASHCEM,Saurashtra Cement Limited
7TEC,Saven Technologies Ltd.
SAVERA,Savera Industries Ltd.
SOTL,Savita Oil Technologies Limited
SAWACA,SAWACA ENTERPRISES LIMITED
SHILINDORE,Sayaji Hotels (Indore) Limited
SHPLPUNE,Sayaji Hotels (Pune) Limited
SAYAJIHOTL,Sayaji Hotels Limited
SAYAJIIND,Sayaji Industries Limited
SBC,SBC Exports Limited
SBECSUG,SBEC Sugar Ltd.
SBECSYS,SBEC Systems (Ind) Ltd.
SBFC,SBFC Finance Limited
SBICARD,SBI Cards and Payment Services Limited
SBILIFE,SBI Life Insurance Company Limited
SBISENSEX,SBI Mutual Fund
SETFBSE100,SBI Mutual Fund
SETFSN50,SBI Mutual Fund
SBINEQWETF,SBI Mutual Fund
SBIBPB,SBI Mutual Fund
MHLSRG,SBI Mutual Fund
MHLSRD,SBI Mutual Fund
MHLSRDR,SBI Mutual Fund
MHLSDG,SBI Mutual Fund
MHLSDD,SBI Mutual Fund
MHLSDDR,SBI Mutual Fund
SBIMIDMOM,SBI Mutual Fund
SBINMID150,SBI Mutual Fund
SBIVALETF,SBI Mutual Fund
SBISMLETF,SBI Mutual Fund
SETFNIFBK,SBI Mutual Fund-Permitted
SETFNIF50,SBI Mutual Fund-Permitted
SBLI,SBL Infratech Limited
SCAGRO,SC Agrotech Limited
SCANPRO,Scan Projects Ltd
SCANSTL,Scan Steels Limited
SCARNOSE,Scarnose International Limited
SCHAEFFLER,Schaeffler India Limited
SCHNEIDER,Schneider Electric Infrastructure Limited
SELECTRIC,Schneider Electric President Systems Ltd
SCC,Scintilla Commercial & Credit  Limited
SCODATUBES,Scoda Tubes Limited
SCOOBEEDAY,SCOOBEE DAY GARMENTS (INDIA) LIMITED
SDC,SDC TECHMEDIA LIMITED
SEATV,SEA TV Network Limited
SEALMATIC,Sealmatic India Limited
SEAMECLTD,Seamec Limited
SEASONST,Seasons Textiles Ltd
SECMARK,SecMark Consultancy Limited
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED
SEDEMAC,SEDEMAC Mechatronics Limited
SEJALLTD,Sejal Glass Limited
SELMC,SEL Manufacturing Company Limited
SEMAC,Semac Construction Limited
SENCO,Senco Gold Limited
SENORES,Senores Pharmaceuticals Limited
SEPC,SEPC Limited
SERA,SERA INVESTMENTS & FINANCE INDIA LIMITED
SERVOTECH,Servotech Renewable Power System Limited
STYL,Seshaasai Technologies Limited
SESHAPAPER,Seshasayee Paper and Boards Limited
SETCO,Setco Automotive Limited
SETUINFRA,Setubandhan Infrastructure Limited
SEYAIND,Seya Industries Limited
SGFIN,SG Finserve Limited
SGMART,SG Mart Limited
SGLRES,SGL RESOURCES LIMITED
SGNTE,SGN Telecoms Ltd.
SHADOWFAX,Shadowfax Technologies Limited
SHAHALLOYS,Shah Alloys Limited
SHAHCON,Shah Construction Co. Ltd.
SHAH,Shah Metacorp Limited
SHAH-RE1,Shah Metacorp Ltd-RE
SHAHISHIP,Shahi Shipping Limited
SHAHLON,Shahlon Silk Industries Limited
SHAILY,Shaily Engineering Plastics Limited
SHAKTIPR,Shakti Press Ltd.
SHAKTIPUMP,Shakti Pumps (India) Limited
SHALBY,Shalby Limited
SAHLIBHFI,Shalibhadra Finance Limited
SHALPAINTS,Shalimar Paints Limited
SHALPRO,Shalimar Productions Ltd.
SHALIWIR,Shalimar Wires Industries Ltd.
SHANGAR,SHANGAR DECOR LIMITED
SRD,Shankar Lal Rampal Dye-Chem Limited
SHANKARA,Shankara Building Products Limited
BUILDPRO,Shankara Buildpro Limited
SHANMUGA,SHANMUGA HOSPITAL LIMITED
SHAQUAK,Shantanu Sheorey Aquakult ltd.
SHANTIGEAR,Shanthi Gears Limited
SEIL,Shanti Educational Initiatives Limited
SHANTIGOLD,Shanti Gold International Limited
SHANTIGURU,SHANTI GURU INDUSTRIES LIMITED
SHANTI,Shanti Overseas (India) Limited
SHANTIDENM,SHANTI SPINTEX LIMITED
SISL,SHANTIDOOT INFRA SERVICES LIMITED
SHINDL,Sharat Industries Limited
SHARDACROP,Sharda Cropchem Limited
SHRDAIS,Sharda Ispat Ltd.
SHARDAMOTR,Sharda Motor Industries Limited
SHARDUL,Shardul Securities Limited
SHAREINDIA,Share India Securities Limited
SSL,Share Samadhan Limited
SHARIKA,SHARIKA ENTERPRISES LIMITED
SHARMEH,Sharma East India Hospitals And Res
SHARPINV,SHARP INVESTMENTS LTD
SHARPLINE,SHARPLINE BROADCAST LIMITED
SHARVAYA,SHARVAYA METALS LIMITED
SHASHANK,Shashank Traders Limited
SHASHIJIT,Shashijit Infraprojects Limited
SFSL,Shashwat Furnishing Solutions Limited
SHAYONAENG,SHAYONA ENGINEERING LIMITED
SFL,Sheela Foam Limited
SCPL,Sheetal Cool Products Limited
SHEKHAWATI,Shekhawati Industries Limited
SIPL,Shelter Infra Projects Limited
SHELTER,SHELTER PHARMA LIMITED
SHEMAROO,Shemaroo Entertainment Limited
SHENTRA,Shentracon Chemicals Ltd.
ZSHERAPR,Sheraton Properties & Finance Ltd.
SHERVANI,Shervani Industrial syndicate Ltd
SHESHAINDS,SHESHADRI INDUSTRIES LIMITED
SHETR,Shetron Ltd.
SHIKHAR,Shikhar Consultants Ltd.
SHIKHARLETR,Shikhar Leasing and Trading Ltd.
SHILCTECH,Shilchar Technologies Limited
SHILGRAVQ,Shilp Gravures Ltd.
SHILPAMED,Shilpa Medicare Limited
SHINEFASH,Shine Fashions (India) Limited
SHTL,SHINING TOOLS LIMITED
SCILAL,Shipping Corporation of India Land and Assets Limited
SCI,Shipping Corporation Of India Limited
SHIPWAVES,Shipwaves Online Limited
SHISHIND,Shish Industries Limited
SHIVAUM,Shiv Aum Steels Limited
SHIVTEXCHEM,SHIV TEXCHEM LIMITED
SHIVACEM,Shiva Cement Ltd.
SHIVAAGRO,Shiva Global Agro Industries Limited
SHIVAEXPO,Shiva Granito Export Limited
SHIVAMILLS,Shiva Mills Limited
SHVSUIT,Shiva Suitings Ltd.
SHIVATEX,Shiva Texyarn Limited
SHIVAGR,Shivagrico Implements Ltd.
SBCL,Shivalik Bimetal Controls Limited
SHIVALIK,Shivalik Rasayan Limited
SHIVAMAUTO,Shivam Autotech Limited
SHIVAM,SHIVAM CHEMICALS LIMITED
